open,high,low,close,volume,timestamp,pred_continuo,profit_continuo
367.93,372.0,367.7,369.13,32184.70238,1599785999999.0,338.5969223252453,-0.009752661663912504
369.13,369.75,364.65,365.53,28194.55991,1599789599999.0,339.6469394690508,-0.007140316800262515
365.53,366.44,362.46,362.92,29636.30417,1599793199999.0,337.8937797282234,0.0
362.93,364.29,356.61,357.05,58361.69289,1599796799999.0,334.46367188885364,0.0
357.03,360.59,355.49,357.51,48351.04307,1599800399999.0,331.27608170091315,0.0
357.51,363.06,356.84,361.95,36820.34193,1599803999999.0,328.9106129009802,0.0
361.95,363.87,360.29,362.39,29511.41273,1599807599999.0,331.944770682326,-0.0002483512238195728
362.39,364.31,361.27,362.3,28671.3246,1599811199999.0,361.8006837254132,0.00687294708658796
362.29,368.69,362.05,364.78,50341.02665,1599814799999.0,333.1433733989388,0.0
364.8,368.5,364.79,367.74,32806.37843,1599818399999.0,335.361412494512,-0.007126730680303579
367.63,367.95,363.11,365.01,33978.64512,1599821999999.0,336.9304365322105,-0.007397057614859836
365.01,367.4,361.0,362.31,40487.69769,1599825599999.0,336.3109472145745,0.0
362.3,365.67,361.38,365.24,30405.62291,1599829199999.0,334.18662784534047,0.0
365.25,368.3,363.81,364.93,40068.46491,1599832799999.0,363.8517447502684,0.004494012550352085
364.93,367.9,363.28,366.57,36773.44005,1599836399999.0,335.88560986365144,0.0
366.56,370.82,366.56,369.94,51737.75382,1599839999999.0,336.38297306381867,-0.006920228151271868
369.93,372.64,366.6,367.37,53644.22201,1599843599999.0,339.0258693246596,-0.00168762589144756
367.38,368.0,364.75,366.76,28164.09628,1599847199999.0,339.35528648788835,0.0034623773173391
366.8,368.75,366.17,368.07,19221.1246,1599850799999.0,336.6549345291438,0.0
368.08,369.94,365.91,368.84,18932.42033,1599854399999.0,337.4024634064026,-0.0011930585683297117
368.8,370.31,367.81,368.36,24817.48539,1599857999999.0,338.38904598749446,0.0044250190031490805
368.36,370.51,368.36,369.99,15834.33481,1599861599999.0,338.7707964369096,0.008892132219789626
369.99,375.27,369.96,373.28,47668.91234,1599865199999.0,339.4299682877421,0.0008840075006696599
373.3,374.49,372.09,373.63,27404.59264,1599868799999.0,342.7711768191021,-0.00658422996627584
373.62,374.54,369.54,371.16,34887.87026,1599872399999.0,343.1532970067873,0.0038528896672504562
371.15,373.53,371.06,372.58,20412.7815,1599875999999.0,342.1998984086728,0.0
372.58,372.85,367.55,369.34,31354.21734,1599879599999.0,342.2858256633791,-0.00024367131447145478
369.35,370.35,368.3,369.26,18616.20924,1599883199999.0,340.80106717161414,0.0
369.26,371.31,368.58,370.87,19858.91483,1599886799999.0,339.7329839362998,0.0
370.84,372.27,370.38,370.94,18078.44687,1599890399999.0,340.2006645823263,-0.0110260419474847
370.94,370.95,365.52,366.85,39020.3393,1599893999999.0,340.49914883302966,0.004389312977099273
366.8,369.0,364.73,368.41,22855.29123,1599897599999.0,338.4881266506772,0.0
368.39,368.39,366.0,367.57,20197.56307,1599901199999.0,337.8323519726152,0.0
367.58,370.0,367.01,369.9,22826.96053,1599904799999.0,337.45874676516246,0.0
369.89,370.8,368.25,368.86,23706.23632,1599908399999.0,339.1092113956256,0.005259162871394486
368.88,372.0,367.7,370.82,37346.02256,1599911999999.0,340.0903240805971,-0.0061220637018259355
370.79,370.79,367.54,368.52,26126.34383,1599915599999.0,340.56992113413065,-0.0012210674843296033
368.53,369.38,365.99,368.08,34024.81251,1599919199999.0,339.5958323643031,0.0
