open,high,low,close,volume,timestamp,pred_boolean,profit_boolean
41511.11,41984.73,41491.26,41961.87,2142.41429,1627768799999.0,1.0,-0.0023340242782374835
41961.86,41961.86,41611.0,41863.92,1870.342738,1627772399999.0,1.0,-0.009604690626200235
41863.92,41950.0,41291.64,41461.83,1940.392828,1627775999999.0,0.0,0.0
41461.84,41772.87,41120.0,41737.37,2544.490704,1627779599999.0,0.0,0.0
41734.66,41922.86,41614.98,41707.22,1613.007499,1627783199999.0,1.0,0.0024223623631591563
41707.22,41825.0,41605.62,41808.25,1202.264039,1627786799999.0,1.0,0.014994169810982219
41808.25,42599.0,41808.25,42435.13,4175.857843,1627790399999.0,1.0,-0.008781909012899065
42430.41,42441.26,42026.0,42057.79,2197.334549,1627793999999.0,1.0,-0.005499163331048034
42053.67,42158.74,41670.0,41822.41,2162.951372,1627797599999.0,1.0,-0.002745178303885755
41822.42,41981.55,41605.0,41707.61,1450.554836,1627801199999.0,1.0,-0.0001522503926741078
41707.61,41820.0,41580.0,41701.26,1236.258275,1627804799999.0,1.0,0.0011716675159617657
41701.25,41820.0,41624.76,41750.11,1198.770597,1627808399999.0,0.0,0.0
41750.11,41948.0,41723.0,41908.71,1255.116088,1627811999999.0,1.0,-0.009892931564822648
41908.71,41912.65,41339.75,41494.11,2043.965396,1627815599999.0,1.0,0.0022388719748417654
41494.11,41617.0,41325.0,41587.01,1741.451108,1627819199999.0,1.0,-0.0008009714574265436
41587.0,41810.0,41510.1,41553.69,1154.040882,1627822799999.0,3.5035956042780057e-19,0.0
41553.69,41624.56,41370.91,41411.08,1612.6985,1627826399999.0,1.0,-0.0019731438960644853
41411.07,41520.0,41214.83,41329.36,1674.529511,1627829999999.0,0.0,0.0
41329.36,41549.64,41160.0,41286.98,1559.376322,1627833599999.0,1.0,-0.0007459977101744554
41286.99,41417.81,40714.28,41256.19,4746.087941,1627837199999.0,0.0,0.0
41256.19,41342.65,40842.39,41084.75,2732.87214,1627840799999.0,0.0,0.0
41084.75,41225.0,40956.85,41080.73,1620.64234,1627844399999.0,0.0,0.0
41080.73,41489.07,40600.0,41263.35,2923.160275,1627847999999.0,0.0,0.0
41263.34,41500.0,41106.0,41258.65,2076.843599,1627851599999.0,0.0,0.0
41258.65,41314.14,40926.09,41068.21,1139.681274,1627855199999.0,0.0,0.0
41068.21,41192.6,40000.0,40268.63,4849.500775,1627858799999.0,1.0,-0.010625386111315228
40273.36,40437.51,39422.01,39845.44,5041.730461,1627862399999.0,1.0,-0.008319642501794684
39850.27,40099.36,39450.0,39518.73,2764.581547,1627865999999.0,1.0,0.002349771867668655
39518.73,39787.56,39250.0,39611.59,2757.543346,1627869599999.0,1.0,0.004354787160724212
39611.58,39883.56,39455.01,39784.08,1673.90869,1627873199999.0,1.0,3.820624687209726e-05
39784.07,39920.57,39683.15,39785.59,1230.690251,1627876799999.0,0.0,0.0
39785.6,39866.41,39617.85,39668.73,1430.906886,1627880399999.0,1.0,0.0013789195220217322
39668.74,39818.01,39591.51,39723.44,1264.11037,1627883999999.0,1.0,0.013706651133015812
39724.51,40325.68,39629.68,40269.0,2924.036161,1627887599999.0,0.0,0.0
40269.01,40480.01,40012.06,40104.45,2080.713257,1627891199999.0,1.0,-0.014328833832654337
40104.45,40171.87,39419.5,39529.8,3381.12721,1627894799999.0,0.0,0.0
39529.79,39710.0,39319.0,39628.36,2880.762263,1627898399999.0,0.0,0.0
39628.4,39837.59,39524.53,39694.47,1380.749038,1627901999999.0,0.0,0.0
39701.63,39710.0,39423.0,39542.42,1551.449833,1627905599999.0,0.0,0.0
39542.43,39698.36,38907.51,39271.73,4436.24823,1627909199999.0,0.0,0.0
39271.73,39678.71,39138.03,39581.54,2473.812505,1627912799999.0,1.0,0.001105821872990006
39581.42,39765.94,39524.3,39625.19,2019.299223,1627916399999.0,1.0,0.002017151211136156
39625.19,39818.18,39594.04,39705.12,1470.279414,1627919999999.0,1.0,0.002690584992565051
39705.12,39975.96,39586.66,39811.95,1969.170851,1627923599999.0,0.0,0.0
39811.95,39889.25,39625.16,39692.98,1172.85512,1627927199999.0,0.0,0.0
39693.94,39784.0,39469.0,39637.87,1234.215537,1627930799999.0,1.0,-0.011605568109487317
39637.87,39783.72,39012.17,39177.85,2605.698491,1627934399999.0,1.0,-0.008321283582432473
39177.85,39278.33,38690.0,38851.84,3767.404849,1627937999999.0,1.0,0.009012957944849086
