open,high,low,close,volume,timestamp
433.8,435.25,429.03,433.34,61528.17566,1598921999999.0
433.3,436.77,432.65,436.37,36229.21572,1598925599999.0
436.38,437.4,434.7,436.85,36761.28974,1598929199999.0
436.86,444.4,436.1,443.64,90098.60112,1598932799999.0
443.63,447.36,442.1,445.35,74617.85061,1598936399999.0
445.35,455.56,443.0,455.55,105845.32524,1598939999999.0
455.56,466.68,454.8,463.52,151120.86574,1598943599999.0
463.53,465.71,458.29,463.4,84934.48671,1598947199999.0
463.4,463.9,456.77,461.01,61586.48664,1598950799999.0
461.01,472.5,459.12,470.33,89147.63965,1598954399999.0
470.33,473.46,467.32,471.12,81487.48202,1598957999999.0
471.13,471.55,464.15,468.5,72733.57524,1598961599999.0
468.54,471.89,466.05,469.79,55703.62408,1598965199999.0
469.8,471.0,467.46,468.55,47246.13321,1598968799999.0
468.55,472.59,460.55,472.32,90948.279,1598972399999.0
472.34,486.05,471.93,481.96,154113.61011,1598975999999.0
481.92,483.16,474.56,478.15,112692.60558,1598979599999.0
478.16,479.7,473.63,474.92,53592.90907,1598983199999.0
474.91,478.97,474.55,477.58,37724.75871,1598986799999.0
477.58,479.32,474.69,475.71,41998.343,1598990399999.0
475.7,482.32,475.65,481.65,34644.35639,1598993999999.0
481.65,485.0,479.95,482.75,33585.32082,1598997599999.0
482.75,488.84,479.36,481.45,83387.28564,1599001199999.0
481.45,485.01,471.18,475.4,59626.35749,1599004799999.0
475.4,478.9,466.34,469.07,83302.64325,1599008399999.0
469.07,474.4,464.85,471.22,64232.58047,1599011999999.0
471.23,473.91,468.0,469.97,47131.08543,1599015599999.0
469.99,472.5,468.8,470.01,38374.64559,1599019199999.0
470.01,478.7,469.65,476.29,52326.22012,1599022799999.0
476.29,481.39,475.54,476.68,48273.7747,1599026399999.0
476.61,476.7,471.0,473.61,55744.70454,1599029999999.0
473.61,473.99,465.98,466.97,58087.10402,1599033599999.0
466.98,470.67,462.68,468.84,70285.46221,1599037199999.0
468.84,472.0,467.86,470.96,37574.13695,1599040799999.0
470.96,471.39,457.0,459.55,117564.89861,1599044399999.0
459.55,459.55,420.0,441.88,305683.35259,1599047999999.0
441.85,448.25,438.05,443.87,114939.99471,1599051599999.0
443.86,448.29,439.85,441.61,88789.30392,1599055199999.0
441.5,442.59,426.0,430.86,144046.84501,1599058799999.0
430.93,437.85,429.12,432.49,111115.21329,1599062399999.0
432.5,436.4,421.0,427.35,147004.44179,1599065999999.0
427.48,434.0,425.8,431.7,60975.05205,1599069599999.0
431.68,436.31,428.4,436.24,46036.58346,1599073199999.0
436.2,437.55,432.33,435.71,46246.43044,1599076799999.0
435.71,437.0,430.96,435.74,33502.97058,1599080399999.0
435.74,438.15,434.62,438.09,17854.61267,1599083999999.0
438.05,444.99,435.78,442.57,53134.76744,1599087599999.0
442.58,443.13,438.55,439.5,38415.64469,1599091199999.0
439.5,446.05,437.55,444.27,50856.79246,1599094799999.0
444.28,448.71,441.65,448.38,54049.68196,1599098399999.0
448.39,450.7,445.75,447.72,49265.51974,1599101999999.0
447.72,448.96,440.29,442.71,60206.43021,1599105599999.0
442.71,445.59,433.1,434.97,73411.90051,1599109199999.0
434.98,437.12,430.0,432.0,87862.79172,1599112799999.0
431.98,434.7,426.0,427.63,87934.08842,1599116399999.0
427.68,437.84,423.7,436.89,87580.39391,1599119999999.0
436.9,438.76,433.39,437.04,60718.02129,1599123599999.0
437.04,437.68,430.6,430.81,42307.6847,1599127199999.0
430.81,432.55,422.0,424.68,80231.21752,1599130799999.0
424.76,429.33,421.0,422.65,100926.48818,1599134399999.0
422.68,425.65,400.0,412.41,287079.77128,1599137999999.0
412.41,418.89,402.5,418.56,107132.89253,1599141599999.0
