open,high,low,close,volume,timestamp,pred_continuo,profit_continuo
10336.86,10380.34,10333.37,10339.13,1592.894644,1599785999999.0,10313.7578125,-0.003263330667087055
10339.13,10351.09,10290.45,10305.39,1504.844707,1599789599999.0,10322.80078125,-0.004510304901657438
10305.29,10315.61,10250.25,10258.81,1875.320125,1599793199999.0,10316.1806640625,0.0
10258.92,10273.0,10209.75,10220.76,2694.440113,1599796799999.0,10270.9833984375,0.0
10220.77,10264.0,10200.0,10223.57,2277.330601,1599800399999.0,10218.82421875,0.0
10223.57,10284.93,10216.13,10284.47,1566.429059,1599803999999.0,10215.802734375,0.0
10284.53,10291.94,10245.49,10259.81,1500.733984,1599807599999.0,10231.638671875,9.161963038306844e-05
10259.81,10287.98,10238.09,10260.75,1607.277927,1599811199999.0,10267.1591796875,0.003201517236540019
10260.76,10309.34,10252.71,10293.61,2751.514708,1599814799999.0,10255.3935546875,0.0
10293.61,10333.91,10289.86,10319.05,2256.952444,1599818399999.0,10253.4033203125,0.0
